movie_id,title,year,genres,keywords,rating_count,rating_avg,imdb_id,tmdb_id,poster_url
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),1981,Action|Adventure,adventure | archaeology | treasure hunt | indiana jones | imdb top 250 | action | spielberg | nazi | good action | exciting | nazis | egypt,43295,4.219009,tt0082971,85,
1199,Brazil,1985,Fantasy|Sci-Fi,dystopic future | fighting the system | futuristic | imagination | visually stunning | surreal | future | dreams | visually appealing | dystopia | visual | criterion,13957,4.029591,tt0088846,68,https://m.media-amazon.com/images/M/MV5BMzIwM2IwYTItYmM4Zi00OWMzLTkwNjAtYWRmYWNmY2RhMDk0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX500.jpg
1200,Aliens,1986,Action|Adventure|Horror|Sci-Fi,alien | aliens | tense | action | sci-fi | scifi | sci fi | imdb top 250 | science fiction | suspense | androids | weapons,27206,4.005642,tt0090605,679,https://m.media-amazon.com/images/M/MV5BZGU2OGY5ZTYtMWNhYy00NjZiLWI0NjUtZmNhY2JhNDRmODU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",1966,Action|Adventure|Western,gunfight | western | imdb top 250 | civil war | masterpiece | ennio morricone | treasure hunt | spaghetti western | moral ambiguity | classic | epic | tense,14496,4.123241,tt0060196,429,
1202,Withnail & I,1987,Comedy,quotable | cult film | british comedy | cult classic | criterion | drinking | british | bleak | drugs | talky | witty | melancholic,1496,3.837901,tt0094336,13446,https://m.media-amazon.com/images/M/MV5BYjE3ODY5OWEtZmE0Mi00MjUxLTg5MmUtZmFkMzM1N2VjMmU5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX500.jpg
1203,12 Angry Men,1957,Drama,imdb top 250 | great acting | masterpiece | dramatic | claustrophobic | drama | courtroom | social commentary | dialogue driven | court | talky | black and white,12934,4.224138,tt0050083,389,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX500.jpg
1204,Lawrence of Arabia,1962,Adventure|Drama|War,70mm | desert | amazing cinematography | imdb top 250 | epic | oscar (best picture) | cinematography | masterpiece | oscar (best directing) | scenic | breathtaking | stunning,12378,4.162102,tt0056172,947,https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX500.jpg
1206,A Clockwork Orange,1971,Crime|Drama|Sci-Fi|Thriller,masterpiece | violence | violent | kubrick | sexualized violence | imdb top 250 | narrated | brainwashing | social commentary | controversial | rape | adapted from:book,24694,3.9953024,tt0066921,185,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX500.jpg
1207,To Kill a Mockingbird,1962,Drama,adapted from:book | imdb top 250 | race issues | oscar (best actor) | small town | black and white | afi 100 | lawyer | book | based on a book | classic | segregation,14769,4.188943,tt0056592,595,https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1208,Apocalypse Now,1979,Action|Drama|War,francis ford copolla | mindfuck | best war films | insanity | oscar (best cinematography) | vietnam war | war movie | war | masterpiece | imdb top 250 | dark | amazing cinematography,23090,4.1089,tt0078788,28,https://m.media-amazon.com/images/M/MV5BMDdhODg0MjYtYzBiOS00ZmI5LWEwZGYtZDEyNDU4MmQyNzFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1209,Once Upon a Time in the West (C'era una volta il West),1968,Action|Drama|Western,gunfight | western | imdb top 250 | masterpiece | ennio morricone | tense | spaghetti western | cinematography | epic | enigmatic | classic | stylized,4407,4.1285453,tt0064116,335,
1210,Star Wars: Episode VI - Return of the Jedi,1983,Action|Adventure|Sci-Fi,space opera | trilogy | space | series | great ending | star wars | sci fi | franchise | saturn award (best special effects) | imdb top 250 | redemption | epic,46839,4.004622,tt0086190,1892,https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX500.jpg
1211,"Wings of Desire (Himmel über Berlin, Der)",1987,Drama|Fantasy|Romance,meditative | golden palm | existentialism | loneliness | artistic | humanity | criterion | enigmatic | lyrical | dreamlike | cinematography | visual,3654,4.0247674,tt0093191,144,
1212,The Third Man,1949,Film-Noir|Mystery|Thriller,noir thriller | amazing cinematography | oscar (best cinematography) | vienna | criterion | imdb top 250 | black and white | classic | noir | cinematography | masterpiece | film noir,6565,4.2460017,tt0041959,1092,https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1213,Goodfellas,1990,Crime|Drama,organized crime | mafia | gangster | oscar (best supporting actor) | gangsters | mob | oscar (best directing) | masterpiece | crime | imdb top 250 | narrated | violent,26406,4.1836324,tt0099685,769,https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1214,Alien,1979,Horror|Sci-Fi,alien | aliens | suspenseful | tense | space travel | science fiction | sci-fi | space | futuristic | scifi | imdb top 250 | suspense,30933,4.041784,tt0078748,348,https://m.media-amazon.com/images/M/MV5BMmQ2MmU3NzktZjAxOC00ZDZhLTk4YzEtMDMyMzcxY2IwMDAyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1215,Army of Darkness,1993,Action|Adventure|Comedy|Fantasy|Horror,cult classic | horror | splatter | demons | comedy | cult film | dark humor | humorous | great ending | quotable | zombie | fun movie,12469,3.725319,tt0106308,766,
1216,"Big Blue, The (Grand bleu, Le)",1988,Adventure|Drama|Romance,70mm | love story | beautiful scenery | love | beautifully filmed | melancholic | cinematography | dolphins | unlikely friendships | visual | original | visually stunning,1738,3.8403337,tt0095250,175,
1217,Ran,1985,Drama|War,criterion | kurosawa | masterpiece | imdb top 250 | stunning | japan | tragedy | cinematography | samurai | stylized | visually stunning | melancholic,4824,4.173611,tt0089881,11645,https://m.media-amazon.com/images/M/MV5BZDBjZTM4ZmEtOTA5ZC00NTQzLTkyNzYtMmUxNGU2YjI5YjU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX500.jpg
1218,"Killer, The (Die xue shuang xiong)",1989,Action|Crime|Drama|Thriller,gunfight | assassin | hit men | violence | action | amazing photography | tense | guns | stylish | good action | stylized | violent,2839,4.0667486,tt0097202,10835,
1219,Psycho,1960,Crime|Horror,hitchcock | unusual plot structure | imdb top 250 | suspenseful | suspense | creepy | masterpiece | classic | tense | amazing photography | mother-son relationship | horror,19649,4.0768995,tt0054215,539,https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1220,The Blues Brothers,1980,Action|Comedy|Musical,music | musicians | chase | saturday night live | cult classic | comedy | great music | good music | mission from god | classic | cult film | cars,19824,3.8047822,tt0080455,525,https://m.media-amazon.com/images/M/MV5BYTdlMDExOGUtN2I3MS00MjY5LWE1NTAtYzc3MzIxN2M3OWY1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1221,The Godfather: Part II,1974,Crime|Drama,francis ford copolla | organized crime | oscar (best directing) | highly quotable | oscar (best supporting actor) | imdb top 250 | oscar (best picture) | mafia | masterpiece | mob | great acting | gangster,27398,4.2756405,tt0071562,240,https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1222,Full Metal Jacket,1987,Drama|War,best war films | vietnam war | imdb top 250 | war | war movie | kubrick | masterpiece | military | vietnam | violence | innocence lost | anti-war,21926,4.0331798,tt0093058,600,https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1223,A Grand Day Out with Wallace and Gromit,1989,Adventure|Animation|Children|Comedy|Sci-Fi,stop motion | claymation | stop-motion | short | aardman | animation | aardman studios | british | holiday | british comedy | space | animated,7781,4.0667653,tt0104361,530,
1224,Henry V,1989,Action|Drama|Romance|War,shakespeare | oscar (best picture) | british | based on a play | dramatic | historical | drama | war | england | politics | great acting | mentor,4656,4.120812,tt0097499,10705,
1225,Amadeus,1984,Drama,mozart | classical music | oscar (best picture) | 18th century | music | oscar (best actor) | imdb top 250 | biographical | oscar (best directing) | biopic | great acting | genius,20545,4.0738864,tt0086879,279,https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX500.jpg
1226,The Quiet Man,1952,Drama|Romance,oscar (best cinematography) | irish | irish accent | ireland | oscar (best directing) | cinematography | imdb top 250 | drinking | beautiful scenery | classic | great acting | culture clash,2220,3.9245496,tt0045061,3109,https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX500.jpg
1227,Once Upon a Time in America,1984,Crime|Drama,francis ford copolla | organized crime | gangsters | gangster | masterpiece | imdb top 250 | long | oscar (best directing) | crime | epic | melancholic | storytelling,4288,3.9502099,tt0087843,311,https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX500.jpg
1228,Raging Bull,1980,Drama,masterpiece | imdb top 250 | oscar (best cinematography) | oscar (best actor) | character study | black and white | oscar (best picture) | great acting | violent | oscar (best directing) | oscar (best editing) | visceral,9711,4.0834107,tt0081398,1578,https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX500.jpg
1230,Annie Hall,1977,Comedy|Romance,relationships | oscar (best picture) | oscar (best directing) | imdb top 250 | intellectual | new york | oscar (best actress) | sarcasm | melancholic | bittersweet | romantic | witty,15383,4.0812583,tt0075686,703,https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX500.jpg
1231,The Right Stuff,1983,Drama,space program | astronauts | nasa | space | space travel | factual | history | 70mm | based on book | us history | drama | historical,7902,3.9474816,tt0086197,9549,https://m.media-amazon.com/images/M/MV5BOTUwMDA3MTYtZjhjMi00ODFmLTg5ZTAtYzgwN2NlODgzMmUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX500.jpg
1232,Stalker,1979,Drama|Mystery|Sci-Fi,meditative | philosophical | existentialism | reflective | masterpiece | amazing cinematography | enigmatic | slow paced | visually stunning | cerebral | visual | cinematography,1663,4.0219483,tt0079944,1398,https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_SX500.jpg
1233,"Boot, Das (Boat, The)",1981,Action|Drama|War,best war films | world war ii | wwii | claustrophobic | submarine | german | tense | germany | imdb top 250 | war | nazis | realistic,13612,4.1397295,tt0082096,387,
1234,The Sting,1973,Comedy|Crime,con men | con artists | oscar (best picture) | heist | twists & turns | imdb top 250 | caper | 1930s | great acting | oscar (best directing) | mentor | classic,14926,4.1735563,tt0070735,9277,https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX500.jpg
1235,Harold and Maude,1971,Comedy|Drama|Romance,cult classic | dark humor | life & death | death | original | eccentricity | cult film | imdb top 250 | suicide | quirky | reflective | good soundtrack,8066,3.999814,tt0067185,343,https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX500.jpg
1236,Trust,1990,Comedy|Drama|Romance,coen bros | deadpan | independent film | quirky | dark humor | weird | relationships | melancholy | dialogue | black comedy | enigmatic | talky,942,4.0429935,tt0103130,37291,
1237,"Seventh Seal, The (Sjunde inseglet, Det)",1957,Drama,death | life & death | criterion | meditative | existentialism | chess | god | masterpiece | imdb top 250 | reflective | grim | philosophical,4142,4.102849,tt0050976,490,
1238,Local Hero,1983,Comedy,small town | off-beat comedy | quirky | scotland | culture clash | whimsical | eccentricity | oil | loneliness | wistful | affectionate | deadpan,3194,3.9666562,tt0085859,11235,
1240,The Terminator,1984,Action|Sci-Fi|Thriller,dystopic future | future | cyborgs | highly quotable | futuristic | scifi | man versus machine | sci fi | arnold | sci-fi | action | science fiction,33429,3.8963923,tt0088247,218,https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1241,Dead Alive (Braindead),1992,Comedy|Fantasy|Horror,splatter | goretastic | cult classic | gory | zombies | zombie | highly quotable | gore | horror | gruesome | bloody | mother-son relationship,2576,3.722632,tt0103873,763,
1242,Glory,1989,Drama|War,civil war | best war films | oscar (best supporting actor) | courage | history | oscar (best cinematography) | war | imdb top 250 | race issues | historical | powerful ending | us history,12266,3.974523,tt0097441,9665,https://m.media-amazon.com/images/M/MV5BODhlNjA5MDEtZDVhNS00ZmM3LTg1YzAtZGRjNjhjNTAzNzVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX500.jpg
1243,Rosencrantz and Guildenstern Are Dead,1990,Comedy|Drama,based on a play | shakespeare | witty | original | surreal | absurd | dialogue | clever | great dialogue | existentialism | cerebral | quirky,4178,3.9315462,tt0100519,18971,
1244,Manhattan,1979,Comedy|Drama|Romance,relationships | new york | new york city | imdb top 250 | bittersweet | intellectual | melancholic | love | black and white | loneliness | talky | wistful,8066,4.0710387,tt0079522,696,https://m.media-amazon.com/images/M/MV5BMzdmY2I3MmEtOGFiZi00MTg1LWIxY2QtNWUwM2NmNWNlY2U5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX500.jpg
1245,Miller's Crossing,1990,Crime|Drama|Film-Noir|Thriller,coen bros | organized crime | gangster | mafia | gangsters | mob | hit men | crime | neo-noir | stylized | coen brothers | stylish,6060,3.9780529,tt0100150,379,https://m.media-amazon.com/images/M/MV5BMTY2Njk3MTAzM15BMl5BanBnXkFtZTgwMTY5Mzk4NjE@._V1_SX500.jpg
1246,Dead Poets Society,1989,Drama,mentor | literature | boarding school | coming of age | school | drama | teacher | oscar (best supporting actor) | inspiring | inspirational | powerful ending | childhood,20538,3.8938067,tt0097165,207,https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX500.jpg
1247,The Graduate,1967,Comedy|Drama|Romance,oscar (best directing) | imdb top 250 | coming of age | criterion | rebellion | classic | loneliness | adultery | afi 100 | runaway | cynical | oscar (best cinematography),17039,4.0738893,tt0061722,37247,https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_SX500.jpg
1248,Touch of Evil,1958,Crime|Film-Noir|Thriller,noir thriller | police investigation | criterion | imdb top 250 | noir | black and white | bleak | masterpiece | ominous | tense | enigmatic | police corruption,4718,4.1830225,tt0052311,1480,https://m.media-amazon.com/images/M/MV5BOTA1MjA3M2EtMmJjZS00OWViLTkwMTEtM2E5ZDk0NTAyNGJiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1249,"Femme Nikita, La (Nikita)",1990,Action|Crime|Romance|Thriller,assassin | stylish | hit men | assassins | french | action | assassination | foreign | violent | france | mentor | stylized,9227,3.8832774,tt0100263,9322,
1250,The Bridge on the River Kwai,1957,Adventure|Drama|War,oscar (best cinematography) | best war films | oscar (best directing) | world war ii | imdb top 250 | wwii | oscar (best actor) | war | courage | camp | wartime | jungle,12576,4.1100507,tt0050212,826,https://m.media-amazon.com/images/M/MV5BMGVhNjhjODktODgxYS00MDdhLTlkZjktYTkyNzQxMTU0ZDYxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1251,8 1/2 (8½),1963,Drama|Fantasy,criterion | surreal | reflective | imdb top 250 | masterpiece | artistic | dreams | enigmatic | obsession | imagination | cerebral | weird,3096,4.050226,tt0056801,422,
1252,Chinatown,1974,Crime|Film-Noir|Mystery|Thriller,noir thriller | neo-noir | masterpiece | imdb top 250 | noir | private detective | twists & turns | investigation | complicated | los angeles | classic | 1930s,15310,4.1996737,tt0071315,829,https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1253,The Day the Earth Stood Still,1951,Drama|Sci-Fi|Thriller,science fiction | sci-fi | scifi | imdb top 250 | sci fi | mars | alien | aliens | classic | space | space travel | allegory,6259,3.9352133,tt0043456,828,https://m.media-amazon.com/images/M/MV5BMTU5NTBmYTAtOTgyYi00NGM0LWE0ODctZjNiYWM5MmIxYzE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX500.jpg
1254,The Treasure of the Sierra Madre,1948,Action|Adventure|Drama|Western,oscar (best supporting actor) | oscar (best directing) | imdb top 250 | greed | classic | afi 100 | paranoia | tense | great acting | treasure hunt | quotable | paranoid,5155,4.1613965,tt0040897,3090,https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX500.jpg
1255,Bad Taste,1987,Comedy|Horror|Sci-Fi,splatter | cult classic | alien | cult film | aliens | low budget | alien invasion | gore | gory | bloody | weird | so bad it's funny,1963,3.4615386,tt0092610,9964,
1256,Duck Soup,1933,Comedy|Musical|War,firefly | imdb top 250 | afi 100 | marx brothers | political | satire | classic | comedy | talky | funniest movies | satirical | brothers,5569,4.1296463,tt0023969,3063,https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX500.jpg
1257,Better Off Dead...,1985,Comedy|Romance,teen | teen movie | high school | teens | 1980s | geeks | cult classic | comedy | teenager | surreal | quotable | nostalgic,5406,3.8414724,tt0088794,13667,
1258,The Shining,1980,Horror,nudity (full frontal - brief) | masterpiece | imdb top 250 | insanity | adapted from:book | horror | kubrick | based on book | psychological | creepy | tense | maze,23410,4.0115337,tt0081505,694,https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX500.jpg
1259,Stand by Me,1986,Adventure|Drama,unlikely friendships | coming of age | friendship | childhood | adolescence | nostalgic | imdb top 250 | innocence lost | coming-of-age | adventure | drama | poignant,20804,3.9991348,tt0092005,235,https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX500.jpg
1260,M,1931,Crime|Film-Noir|Thriller,police investigation | criterion | serial killer | talky | imdb top 250 | masterpiece | black and white | grim | classic | bleak | noir thriller | murder,4232,4.193171,tt0022100,832,
1261,Evil Dead II (Dead by Dawn),1987,Action|Comedy|Fantasy|Horror,splatter | horror | cult classic | dark humor | demons | gory | cult film | zombie | gore | original | wilderness | humorous,7788,3.7720852,tt0092991,765,
1262,The Great Escape,1963,Action|Adventure|Drama|War,prison escape | world war ii | best war films | wwii | imdb top 250 | camp | prison | tense | classic | true story | forceful | war,10904,4.1376557,tt0057115,5925,https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX500.jpg
1263,The Deer Hunter,1978,Drama|War,oscar (best supporting actor) | vietnam war | oscar (best picture) | oscar (best editing) | war | war movie | imdb top 250 | oscar (best directing) | vietnam | best war films | friendship | forceful,10572,3.9866629,tt0077416,11778,https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX500.jpg
1264,Diva,1981,Action|Drama|Mystery|Romance|Thriller,stylish | paris | hit men | visually stunning | visual | twists & turns | enigmatic | foreign | chase | artistic | obsession | weird,2649,4.019819,tt0082269,4485,
1265,Groundhog Day,1993,Comedy|Fantasy|Romance,time loop | comedy | imdb top 250 | time | original | feel good movie | feel-good | great movie | philosophical | existentialism | small town | funny,32026,3.867623,tt0107048,137,https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX500.jpg
1266,Unforgiven,1992,Drama|Western,gunfight | western | oscar (best supporting actor) | oscar (best directing) | oscar (best picture) | imdb top 250 | oscar (best cinematography) | oscar (best editing) | moral ambiguity | great acting | violence | violent,14151,3.9883401,tt0105695,33,https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX500.jpg
1267,The Manchurian Candidate,1962,Crime|Thriller|War,brainwashing | political | conspiracy | assassin | politics | assassination | paranoia | imdb top 250 | cold war | mother-son relationship | thriller | twists & turns,8988,4.1285048,tt0056218,982,https://m.media-amazon.com/images/M/MV5BOTY0ZTA1ZjUtN2MyNi00ZGRmLWExYmMtOTkyNzI1NGQ2Y2RlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX500.jpg
1268,Pump Up the Volume,1990,Comedy|Drama,teen | teen movie | high school | teens | teenager | teenagers | rebellion | good soundtrack | geeks | adolescence | race issues | goth,3180,3.5039308,tt0100436,8428,
1269,Arsenic and Old Lace,1944,Comedy|Mystery|Thriller,screwball comedy | based on a play | imdb top 250 | insanity | comedy | farce | classic | murder | witty | original | talky | oscar (best directing),6894,4.0535975,tt0036613,212,
1270,Back to the Future,1985,Adventure|Comedy|Sci-Fi,future | time travel | science fiction | time loop | scifi | awesome soundtrack | imdb top 250 | sci-fi | futuristic | time | sci fi | adventure,41426,3.924142,tt0088763,105,https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX500.jpg
1271,Fried Green Tomatoes,1991,Comedy|Crime|Drama,unlikely friendships | friendship | women | based on a book | heartwarming | storytelling | bittersweet | chick flick | relationships | nostalgic | feel-good | drama,8868,3.7381597,tt0101921,1633,https://m.media-amazon.com/images/M/MV5BOWQ1ZWE0MTQtMmEwOS00YjA3LTgyZTAtNjY5ODEyZTJjNDI2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX500.jpg
1272,Patton,1970,Drama|War,francis ford copolla | best war films | world war ii | imdb top 250 | wwii | oscar (best actor) | oscar (best directing) | war | us history | history | biopic | oscar (best picture),8157,4.0442567,tt0066206,11202,https://m.media-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX500.jpg
1273,Down by Law,1986,Comedy|Drama|Film-Noir,prison escape | criterion | black and white | enigmatic | loneliness | weird | melancholic | cinematography | imdb top 250 | talky | atmospheric | bleak,2645,4.030624,tt0090967,1554,https://m.media-amazon.com/images/M/MV5BM2ZmNDJiZTUtYjg5Zi00M2I3LTliZjAtNzQ4NTlkYTAzYTAxXkEyXkFqcGdeQXVyNTkyMDc0MjI@._V1_SX500.jpg
1274,Akira,1988,Action|Adventure|Animation|Sci-Fi,distopia | cyberpunk | anime | tokyo | violent | animation | visually stunning | dystopia | visual | japan | complex | violence,8324,3.8628063,tt0094625,149,https://m.media-amazon.com/images/M/MV5BM2ZiZTk1ODgtMTZkNS00NTYxLWIxZTUtNWExZGYwZTRjODViXkEyXkFqcGdeQXVyMTE2MzA3MDM@._V1_SX500.jpg
1275,Highlander,1986,Action|Adventure|Fantasy,immortality | modern fantasy | sword fight | sword fighting | awesome soundtrack | mentor | fantasy | fighting | franchise | mythology | fight scenes | cult classic,11350,3.615727,tt0091203,8009,
1276,Cool Hand Luke,1967,Drama,oscar (best supporting actor) | imdb top 250 | prison escape | fighting the system | prison | great acting | great movie | classic | gangs | drama | rebellion | oscar (best directing),11353,4.109839,tt0061512,903,https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX500.jpg
1277,Cyrano de Bergerac,1990,Comedy|Drama|Romance,french | 18th century | period piece | france | romantic | romance | literature | swashbuckler | witty | drama | beautifully filmed | adapted from:book,4099,3.801171,tt0099334,11673,
1278,Young Frankenstein,1974,Comedy|Fantasy,spoof | comedy | imdb top 250 | parody | quotable | farce | classic | hilarious | funniest movies | black and white | funny as hell | original,15087,3.9967854,tt0072431,3034,https://m.media-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx._V1_SX500.jpg
1279,Night on Earth,1991,Comedy|Drama,rome | storytelling | nocturnal | reflective | original | talky | quirky | great acting | melancholic | criterion | life & death | humorous,2377,3.8323517,tt0102536,339,https://m.media-amazon.com/images/M/MV5BOGNmMjBmZWEtOWYwZC00NGIzLTg0YWItMzkzMWMwOTU4YTViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX500.jpg
1280,Raise the Red Lantern (Da hong deng long gao gao gua),1991,Drama,visually appealing | china | social commentary | visually stunning | beautifully filmed | cinematography | criterion | visual | meditative | storytelling | stunning | adultery,3253,4.144328,tt0101640,10404,
